code,albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_kl_statistics,pearson_kl_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean,cpu_time,wall_time,cpu_time_kernel,wall_time_kernel
phyla3_0.1_0.1_3030100_500_30_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,500,30,5,,hard,-0.080970553326529,0.010421580512106,0.4546090887775154,3.720649936206726e-52,,,5.068656480999948,30.18258261680603,1.4251690509999548,28.99591064453125
phyla3_0.1_0.1_3030100_500_50_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,500,50,5,,hard,-0.0773615671219998,0.0144052545564781,0.4521480755221847,1.5194445989224683e-51,,,5.632806555000002,31.27530813217163,1.3128337530000067,30.01427960395813
phyla3_0.1_0.1_3030100_500_100_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,500,100,5,,hard,-0.0736142829644178,0.0199048921633707,0.4563271619548471,1.3837257989484533e-52,,,7.574491376000026,31.314183473587036,1.2401002180000091,28.851256608963013
phyla3_0.1_0.1_3030100_750_30_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,750,30,5,,hard,-0.0814553348282998,0.0099689263841551,0.4561617786301917,1.5223254829801096e-52,,,5.2479695649999485,28.86620259284973,1.310089707999964,26.768605947494507
phyla3_0.1_0.1_3030100_750_50_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,750,50,5,,hard,-0.0783544939562742,0.013193650483934,0.4525591908202663,1.2021349530208772e-51,,,4.873304315999974,27.930927753448486,1.3363434409999968,26.32513976097107
phyla3_0.1_0.1_3030100_750_100_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,30,30,100,Cellrank Pseudotime Kernel,750,100,5,,hard,-0.0749336315951171,0.0177891242619632,0.4544337475389363,4.114541548738014e-52,,,6.887973477000003,26.40307641029358,1.3123191399999996,24.46182131767273
phyla3_0.1_0.1_305030_250_30_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,250,30,5,,hard,-0.0814072982397373,0.0100129855479853,0.4562670958562744,1.4325498643124345e-52,,,5.251262705000045,23.188156127929688,1.9469252600000004,21.95093774795532
phyla3_0.1_0.1_305030_250_50_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,250,50,5,,hard,-0.0787689476474546,0.0127151387677457,0.451379094610783,2.3528714650319514e-51,,,6.596079184999951,23.6060893535614,1.799849007999967,22.079063653945923
phyla3_0.1_0.1_305030_250_100_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,250,100,5,,hard,-0.0753175968017824,0.0172115640797931,0.45466203717756,3.609248323930786e-52,,,5.953671971999995,28.60719656944275,1.9202895070000068,27.133880376815796
phyla3_0.1_0.1_305030_500_30_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,500,30,5,,hard,-0.080970553326529,0.010421580512106,0.4546090887775154,3.720649936206726e-52,,,5.237194192000004,28.53210759162903,1.331448846000001,26.782044887542725
phyla3_0.1_0.1_305030_500_50_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,500,50,5,,hard,-0.0773615671219998,0.0144052545564781,0.4521480755221847,1.5194445989224683e-51,,,5.4266572479999695,28.295639038085938,1.4058944409999867,26.64404273033142
phyla3_0.1_0.1_305030_500_100_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,500,100,5,,hard,-0.0736142829644178,0.0199048921633707,0.4563271619548471,1.3837257989484533e-52,,,6.688856665999936,28.834574222564697,1.345162633999962,26.42198920249939
phyla3_0.1_0.1_305030_750_30_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,750,30,5,,hard,-0.0814553348282998,0.0099689263841551,0.4561617786301917,1.5223254829801096e-52,,,5.397560386999942,28.645007133483887,1.3470385459999648,26.88782501220703
phyla3_0.1_0.1_305030_750_50_False,phyla3,1000,GRN_100,0.1,0.1,rna,False,50,30,30,Cellrank Pseudotime Kernel,750,50,5,,hard,-0.0783544939562742,0.013193650483934,0.4525591908202663,1.2021349530208772e-51,,,5.933266727000046,25.84575319290161,1.3032103240000197,23.946737051010132
