albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_kl_statistics,pearson_kl_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean,cpu_time,wall_time,cpu_time_kernel,wall_time_kernel
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,250,50,5,,hard,0.6565868866315651,2.2126794550666265e-124,0.8243557135811435,7.111764520919878e-249,,,6.978077033999995,41.22334933280945,1.539513358999983,37.59078860282898
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,250,100,5,,hard,0.6567661696444675,1.7992256789674495e-124,0.8230464971526907,2.0250369325306046e-247,,,5.344225894999994,31.502963542938232,1.5480945609999992,28.72953200340271
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,500,30,5,,hard,0.6550315925604148,1.323269220654702e-123,0.8232796902086734,1.1175111920794375e-247,,,7.608199382999999,49.80653929710388,1.4591301959999896,43.814096212387085
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,500,50,5,,hard,0.6567445467149126,1.8446902479251203e-124,0.8244566483641738,5.487102433311661e-249,,,6.130670735000024,40.51705360412598,1.778246782000025,38.71773171424866
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,500,100,5,,hard,0.6563059893190141,3.0587444136817235e-124,0.8230798609223019,1.8600189277674368e-247,,,8.146102572000018,39.82115316390991,1.5045436080000059,36.697253465652466
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,750,30,5,,hard,0.6545939657582491,2.1846083794237698e-123,0.8228932344204485,2.9916566615759144e-247,,,5.799976165000032,43.479891300201416,2.014138017000022,42.3601713180542
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,750,50,5,,hard,0.6567769807940942,1.7769146055085958e-124,0.8243545711897022,7.132663942948234e-249,,,7.2575031009999975,45.1660943031311,1.5023253930000067,38.60403633117676
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,50,Cellrank Pseudotime Kernel,750,100,5,,hard,0.656012844545839,4.286850718637722e-124,0.8231387022226215,1.601006229956276e-247,,,5.53566088300002,42.449721813201904,1.6491055270000174,41.1734881401062
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,250,30,5,,hard,0.6537995762495166,5.4158525478909904e-123,0.8233932469732683,8.363518298399095e-248,,,6.649055449000002,38.556984424591064,1.5306001970000125,36.65390396118164
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,250,50,5,,hard,0.6565868866315651,2.2126794550666265e-124,0.8243557135811435,7.111764520919878e-249,,,7.426382400000023,36.723015785217285,1.58464045300002,33.13300180435181
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,250,100,5,,hard,0.6567661696444675,1.7992256789674495e-124,0.8230464971526907,2.0250369325306046e-247,,,6.93671514899998,48.641207695007324,1.8834509769999954,45.77077674865723
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,500,30,5,,hard,0.6550315925604148,1.323269220654702e-123,0.8232796902086734,1.1175111920794375e-247,,,6.849775063000038,39.91556358337402,1.4037328660000412,36.4624457359314
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,500,50,5,,hard,0.6567445467149126,1.8446902479251203e-124,0.8244566483641738,5.487102433311661e-249,,,6.277027576000023,41.73046875,1.4967966800000454,38.81457281112671
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,500,100,5,,hard,0.6563059893190141,3.0587444136817235e-124,0.8230798609223019,1.8600189277674368e-247,,,6.484363873000007,31.71741008758545,1.9105441290000158,28.424985885620117
phyla5,1000,GRN_100,0.1,0.1,rna,False,30,30,70,Cellrank Pseudotime Kernel,750,30,5,,hard,0.6545939657582491,2.1846083794237698e-123,0.8228932344204485,2.9916566615759144e-247,,,6.09814312900005,42.232579708099365,1.4844694340000046,38.825055837631226
