albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_pseudotime_statistics,pearson_pseudotime_pvalue,kendall_pseudotime_statistics,kendall_pseudotime_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,250,30,,,,0.7587412822098062,5.453236634094534e-188,0.7642499122499123,2.545034675023445e-192,-0.6084208114894077,2.6776251925766246e-102,0.4479099461228258,0.6478573942772535
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,250,50,,,,0.7600265048056185,5.453563025936775e-189,0.7677565077565078,3.858100794564979e-195,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,250,50,,,,0.7600300643848645,5.418786343542095e-189,0.7677600957600959,3.832333663941016e-195,-0.5362680810869829,1.534897082835457e-75,0.4950047719796482,0.6737857918281884
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,250,100,,,,0.7626905387244906,4.4022853978870786e-191,0.7821524781524782,2.93997269933471e-207,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,250,100,,,,0.762694194085568,4.3730797173203307e-191,0.7821615501615502,2.8867986772426266e-207,-0.5593782342853044,2.114958365614234e-83,0.47554239243233587,0.6550845714201946
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,500,30,,,,0.7586217102948039,6.75100376981773e-188,0.7646937086937087,1.1261750642079927e-192,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,500,30,,,,0.7586219043901999,6.748665398444478e-188,0.7646937086937087,1.1261750642079927e-192,-0.6144347819386494,7.55328883620711e-105,0.4217085680016833,0.6342562323418386
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,500,50,,,,0.7598878831421865,6.995826410156763e-189,0.7680626640626641,2.1770006177904863e-195,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,500,50,,,,0.7598880746797062,6.993420293831885e-189,0.7680626640626641,2.1770006177904863e-195,-0.5811419836422934,2.162467640373652e-91,0.4833914317775657,0.6687393632846372
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,500,100,,,,0.7627032092242311,4.3018736678688515e-191,0.7824341064341065,1.667586924836871e-207,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,500,100,,,,0.7627035425482688,4.2992631923860107e-191,0.7824354384354385,1.6631174066936733e-207,-0.502272702333244,4.970800365247248e-65,0.5160385752393019,0.6880448469097428
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,750,30,,,,0.7588286536750465,4.665237183027359e-188,0.7643577683577684,2.0879088730032962e-192,-0.845337782382764,5.618957285052043e-274,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,750,30,,,,0.7588286536750465,4.665237183027359e-188,0.7643577683577684,2.0879088730032962e-192,-0.6055819648556154,4.096191917161226e-101,0.4255773995799466,0.6388253545747467
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,750,50,,,,0.7600618573477522,5.117819372567188e-189,0.7678445158445159,3.2732139445917738e-195,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,750,50,,,,0.7600618573477522,5.117819372567188e-189,0.7678445158445159,3.2732139445917738e-195,-0.6279251986845928,8.990438028092236e-111,0.43119075542395746,0.6311732498508382
phyla3,1000,GRN_100,0.1,0.1,multiomics,False,30,30,100,palantir,750,100,,,,0.762924589802406,2.8739282616063364e-191,0.7824226464226465,1.7065391743705985e-207,,,,
phyla3,1000,GRN_100,0.1,0.1,multiomics,True,30,30,100,palantir,750,100,,,,0.762924589802406,2.8739282616063364e-191,0.7824226464226465,1.7065391743705985e-207,-0.5267199955943446,1.8174387700269028e-72,0.5447892575929325,0.7123306699300818
