albero,n_cellule,GRN_type,sigma_cif,diff_cif_fraction,modello,fixed_terminal,knn_atac,knn_rna,wnn,algoritmo,n_waypoints,knn_waypoints,n_macrostates,velocity_algorithm,pruning_type,pearson_pseudotime_statistics,pearson_pseudotime_pvalue,kendall_pseudotime_statistics,kendall_pseudotime_pvalue,pearson_entropy_statistics,pearson_entropy_pvalue,f1_cosine,f1_euclidean
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,500,50,,,,0.9568220150424868,0.0,,0.0,,,0.19843832226430053,0.372386335245712,0.9477075117075118,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,500,50,,,,0.9568212649004083,0.0,,0.0,-0.5990519595308221,1.9607127859152985e-98,0.1850020303335996,0.34559642255859124,0.9477075117075118,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,500,100,,,,0.9618410760511774,0.0,,0.0,,,0.1850020303335996,0.34559642255859124,0.9572977532977534,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,500,100,,,,0.9618401481750919,0.0,,0.0,-0.5725941015862501,3.5047176430007923e-88,0.21602887400933524,0.36456070230736654,0.9572936852936853,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,30,,,,0.9558901566755197,0.0,,0.0,,,0.21602887400933524,0.36456070230736654,0.9483043323043322,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,30,,,,0.9558898252857646,0.0,,0.0,-0.6028661474232399,5.426707027298641e-100,0.17290386999068752,0.39234168207435954,0.9483043323043322,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,50,,,,0.9570196582975,0.0,,0.0,,,0.17290386999068752,0.39234168207435954,0.9478845358845358,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,50,,,,0.9570190606588818,0.0,,0.0,-0.6158721728993796,1.8220933056584954e-105,0.17025429038295664,0.32933721538535293,0.9478845358845358,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,100,,,,0.962211898196168,0.0,,0.0,,,0.17025429038295664,0.32933721538535293,0.9585972585972586,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,30,palantir,750,100,,,,0.9622111464778718,0.0,,0.0,-0.6112030666646021,1.799025852426555e-103,0.1664663010783025,0.3200737013133954,0.9585931305931308,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,30,,,,0.957186512553834,0.0,,0.0,,,0.1664663010783025,0.3200737013133954,0.9476267516267517,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,30,,,,0.957187405523793,0.0,,0.0,-0.6674115698270756,6.432166108491208e-130,0.2034148288998669,0.360011713531113,0.9476293436293437,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,50,,,,0.9555840079374406,0.0,,0.0,,,0.2034148288998669,0.360011713531113,0.9446595326595327,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,50,,,,0.9555863621517631,0.0,,0.0,-0.7141015751459622,9.593998496339651e-157,0.15795160464300612,0.3137722503802112,0.9446627606627609,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,100,,,,0.9631236509629403,0.0,,0.0,,,0.15795160464300612,0.3137722503802112,0.9594595434595435,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,250,100,,,,0.9631262296841556,0.0,,0.0,-0.36990236261997195,8.792582664612476e-34,0.06274992341777405,0.20247801850598635,0.9594801234801236,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,30,,,,0.9571213588958818,0.0,,0.0,,,0.06274992341777405,0.20247801850598635,0.9474666234666234,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,30,,,,0.9571220676229448,0.0,,0.0,-0.7331122796969782,2.813280066566516e-169,0.26097044523590274,0.40420484020546615,0.9474680154680156,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,50,,,,0.9555920476381445,0.0,,0.0,,,0.26097044523590274,0.40420484020546615,0.9448067848067849,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,50,,,,0.9555934782127896,0.0,,0.0,-0.685295500232967,1.3515339377906486e-139,0.24834307047313536,0.39772169442145117,0.9448068448068448,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,100,,,,0.9629896271961949,0.0,,0.0,,,0.24834307047313536,0.39772169442145117,0.9582299142299143,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,500,100,,,,0.9629914185899089,0.0,,0.0,-0.6437668752780219,4.0983944674661405e-118,0.2740616461471314,0.4094864155091314,0.9582361902361903,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,30,,,,0.9571631906988393,0.0,,0.0,,,0.2740616461471314,0.4094864155091314,0.9475944715944716,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,30,,,,0.9571637340765713,0.0,,0.0,-0.6842187692093301,5.410061678314123e-139,0.2669683008326454,0.422508733186407,0.9475951075951077,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,50,,,,0.9556375933273995,0.0,,0.0,,,0.2669683008326454,0.422508733186407,0.944904152904153,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,50,,,,0.955638731129246,0.0,,0.0,-0.7192054787803533,5.242039934465058e-160,0.2721993156871616,0.41135517035404173,0.9449092289092289,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,100,,,,0.9630544248016568,0.0,,0.0,0.1567974403454037,6.259900030251772e-07,0.2721993156871616,0.41135517035404173,0.957850845850846,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,50,palantir,750,100,,,,0.9630559368637428,0.0,,0.0,-0.6835321211244433,1.3061220837418407e-138,0.24837993496717645,0.39472450221295324,0.957854901854902,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,30,,,,0.9588825348637061,0.0,,0.0,,,0.24837993496717645,0.39472450221295324,0.9514873234873236,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,30,,,,0.9588831786927352,0.0,,0.0,-0.7327420756730019,5.0528082729629203e-169,0.3640655881375517,0.489449790790726,0.9514888474888475,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,50,,,,0.9566045238786965,0.0,,0.0,,,0.3640655881375517,0.489449790790726,0.9461325101325102,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,50,,,,0.9566063500498521,0.0,,0.0,-0.7385474484757397,4.630876694227328e-173,0.266960733761684,0.406269647109263,0.9461315861315861,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,100,,,,0.9595934073067989,0.0,,0.0,,,0.266960733761684,0.406269647109263,0.9533941493941495,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,250,100,,,,0.9595967700577103,0.0,,0.0,-0.2976527666775762,6.6019741564317485e-22,0.028816402086414054,0.1380863564056533,0.9533929973929975,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,30,,,,0.9588957659155842,0.0,,0.0,,,0.028816402086414054,0.1380863564056533,0.9514212034212035,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,30,,,,0.9588962293258633,0.0,,0.0,-0.7201988134030184,1.1914646874865861e-160,0.3359601644741119,0.479485443096694,0.9514281994281996,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,50,,,,0.9567026065853761,0.0,,0.0,,,0.3359601644741119,0.479485443096694,0.9461603141603141,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,50,,,,0.9567036113393989,0.0,,0.0,-0.7328253431712036,4.4296305651723297e-169,0.3018866318703336,0.43859176025970487,0.9461664101664102,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,100,,,,0.9596937767596246,0.0,,0.0,,,0.3018866318703336,0.43859176025970487,0.95393030993031,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,500,100,,,,0.9596953225116454,0.0,,0.0,-0.7225788092854977,3.3345047127636897e-162,0.2346952589048807,0.3797109944347465,0.9539407379407382,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,30,,,,0.9589595067993191,0.0,,0.0,,,0.2346952589048807,0.3797109944347465,0.9515405795405797,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,30,,,,0.9589599460418354,0.0,,0.0,-0.6589879347401975,1.36992836859069e-125,0.38634248414484385,0.5187035096414374,0.9515443475443477,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,50,,,,0.9567488501125823,0.0,,0.0,,,0.38634248414484385,0.5187035096414374,0.9461874461874462,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,50,,,,0.9567497729657041,0.0,,0.0,-0.7322465121398022,1.1048547298908513e-168,0.33217971592486534,0.4576399793064799,0.9461930981930983,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,100,,,,0.9597336208515294,0.0,,0.0,,,0.33217971592486534,0.4576399793064799,0.9537235977235977,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,70,palantir,750,100,,,,0.9597354912427277,0.0,,0.0,-0.701484779551692,5.588304622969472e-149,0.287118123830469,0.42286156316367013,0.9537265497265498,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,30,,,,0.976708794816101,0.0,,0.0,,,0.287118123830469,0.42286156316367013,0.9794210954210956,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,30,,,,0.976709567007845,0.0,,0.0,-0.7351347747566522,1.127847802926696e-170,0.3381532844051322,0.46421470285096184,0.9794205194205194,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,50,,,,0.9750588376112763,0.0,,0.0,,,0.3381532844051322,0.46421470285096184,0.9782574902574903,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,50,,,,0.9750593821031839,0.0,,0.0,-0.6625012443336773,2.231357750969212e-127,0.3962342321450919,0.5074093910772556,0.9782531702531705,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,100,,,,0.9759511537446252,0.0,,0.0,,,0.3962342321450919,0.5074093910772556,0.9775749535749536,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,250,100,,,,0.9759624054901667,0.0,,0.0,-0.3742316872849748,1.3452033763436698e-34,0.029002096149591323,0.14157030294655687,0.9775830415830417,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,30,,,,0.9768177040122029,0.0,,0.0,,,0.029002096149591323,0.14157030294655687,0.9794056634056636,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,30,,,,0.9768181215005233,0.0,,0.0,-0.7402337228023548,2.9684146339281248e-174,0.4182145849923786,0.5332351511812662,0.9793989913989916,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,50,,,,0.9751419186527398,0.0,,0.0,,,0.4182145849923786,0.5332351511812662,0.9783170583170585,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,50,,,,0.975142328275402,0.0,,0.0,-0.7404536617215338,2.0711866560593712e-174,0.3507913666338732,0.47140855917545843,0.9783101463101463,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,100,,,,0.9759263090160999,0.0,,0.0,,,0.3507913666338732,0.47140855917545843,0.9776503016503016,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,500,100,,,,0.9759272032754498,0.0,,0.0,-0.6069161013101106,1.1406329617978488e-101,0.3113530735461702,0.4429212349516538,0.9776450576450577,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,30,,,,0.9768455473410823,0.0,,0.0,,,0.3113530735461702,0.4429212349516538,0.9795190635190636,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,30,,,,0.9768457528443498,0.0,,0.0,-0.7092296936048413,1.0713764544737348e-153,0.4158986001016286,0.5305358461235521,0.9795162555162555,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,50,,,,0.9751463157795883,0.0,,0.0,,,0.4158986001016286,0.5305358461235521,0.9783860463860465,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,50,,,,0.9751464703889097,0.0,,0.0,-0.7629573306795894,2.7073927613960198e-191,0.38419202427396576,0.49678831578929306,0.9783829023829024,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,100,,,,0.975977771550377,0.0,,0.0,,,0.38419202427396576,0.49678831578929306,0.9776535656535658,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,70,100,100,palantir,750,100,,,,0.9759783246266946,0.0,,0.0,-0.7428327757393874,4.1230591871469255e-176,0.3026621565659129,0.4329075227514704,0.9776552576552577,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,30,,,,0.94834871140575,0.0,,0.0,,,0.3026621565659129,0.4329075227514704,0.9387209307209308,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,30,,,,0.9483489325275447,0.0,,0.0,-0.6764145024227298,1.0529274331005154e-134,0.18631764265281353,0.34704184465289606,0.9387233667233668,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,50,,,,0.9485696546070983,0.0,,0.0,,,0.18631764265281353,0.34704184465289606,0.9386894666894667,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,50,,,,0.9485704726690979,0.0,,0.0,-0.7181618290749172,2.4689487336533795e-159,0.14866289322897178,0.30559298028125276,0.9386837666837667,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,100,,,,0.9571830244736438,0.0,,0.0,,,0.14866289322897178,0.30559298028125276,0.9488978888978891,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,250,100,,,,0.957181595183862,0.0,,0.0,-0.1728087752247341,3.8134198820481964e-08,0.017809716593152617,0.10848185718610115,0.9489024969024968,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,30,,,,0.9484546043797759,0.0,,0.0,,,0.017809716593152617,0.10848185718610115,0.9387618987618989,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,30,,,,0.948454990676846,0.0,,0.0,-0.6266085314720088,3.5064794366439424e-110,0.19934312379188765,0.4320224896126323,0.9387594867594867,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,50,,,,0.9486915693950992,0.0,,0.0,,,0.19934312379188765,0.4320224896126323,0.9387075507075507,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,50,,,,0.9486923980062411,0.0,,0.0,-0.6970838023055594,2.2929234678564597e-146,0.27370406255815427,0.42092563567344277,0.9387070467070467,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,100,,,,0.9574462853729,0.0,,0.0,,,0.27370406255815427,0.42092563567344277,0.9484263004263006,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,500,100,,,,0.9574472444895473,0.0,,0.0,-0.5975570845222844,7.893751859059102e-98,0.2557656739230141,0.3975195915043054,0.9484274524274525,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,30,,,,0.9484612616976729,0.0,,0.0,,,0.2557656739230141,0.3975195915043054,0.9387959547959549,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,30,,,,0.9484616343877752,0.0,,0.0,-0.6574884248692512,7.80840325801025e-125,0.13532093236029044,0.33540393941521096,0.9387963147963148,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,50,,,,0.9487214543803593,0.0,,0.0,,,0.13532093236029044,0.33540393941521096,0.938800922800923,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,50,,,,0.9487221720643434,0.0,,0.0,-0.681720501116337,1.3208103425279406e-137,0.3018250120469538,0.437438954949984,0.9388014748014749,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,100,,,,0.9575745355642842,0.0,,0.0,,,0.3018250120469538,0.437438954949984,0.9484906924906926,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,30,palantir,750,100,,,,0.957575455744994,0.0,,0.0,-0.6502764585819717,2.9382019967131286e-121,0.2177354485091986,0.3707041723255409,0.9484886644886646,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,30,,,,0.9516236771997342,0.0,,0.0,,,0.2177354485091986,0.3707041723255409,0.9402860802860803,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,30,,,,0.951625596343623,0.0,,0.0,-0.6993959081599869,9.852107749635205e-148,0.2595580409820976,0.42150814122448466,0.9402843522843523,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,50,,,,0.9527247041580855,0.0,,0.0,,,0.2595580409820976,0.42150814122448466,0.9407508047508049,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,50,,,,0.952726791673802,0.0,,0.0,-0.7503720945170137,1.2531016181661166e-181,0.19252284452253807,0.3524877859541411,0.9407580887580889,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,100,,,,0.9582619448211798,0.0,,0.0,,,0.19252284452253807,0.3524877859541411,0.9486546126546127,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,250,100,,,,0.9582683049034333,0.0,,0.0,-0.2279626641502935,2.9629250164920046e-13,0.030219296719703026,0.14095520003301953,0.9486814566814568,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,30,,,,0.9519086288242866,0.0,,0.0,,,0.030219296719703026,0.14095520003301953,0.9407640527640528,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,30,,,,0.9519094387123623,0.0,,0.0,-0.710822449429761,1.0976623213741186e-154,0.289011456830364,0.43558916277485116,0.9407663687663689,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,50,,,,0.9530376128903663,0.0,,0.0,,,0.289011456830364,0.43558916277485116,0.9412056532056533,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,50,,,,0.9530385775098208,0.0,,0.0,-0.6919231966937704,2.3148290300257464e-143,0.2776139597563919,0.43621675505866686,0.9412065412065412,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,100,,,,0.9583909856533152,0.0,,0.0,,,0.2776139597563919,0.43621675505866686,0.9483146163146164,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,500,100,,,,0.9583922621778401,0.0,,0.0,-0.7407669901625697,1.23956549454056e-174,0.1647852650813823,0.31945066341343925,0.9483199443199445,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,30,,,,0.9519990695056325,0.0,,0.0,,,0.1647852650813823,0.31945066341343925,0.940877860877861,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,30,,,,0.95199978198639,0.0,,0.0,-0.6740240693770021,2.0405123239847638e-133,0.20259931637800735,0.3884603343599679,0.9408818208818208,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,50,,,,0.9531178307426377,0.0,,0.0,,,0.20259931637800735,0.3884603343599679,0.9413477693477694,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,50,,,,0.953118667166333,0.0,,0.0,-0.7493294615192126,7.459882186354007e-181,0.2611099263853664,0.40112374806238843,0.9413446373446375,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,100,,,,0.9584340741980995,0.0,,0.0,,,0.2611099263853664,0.40112374806238843,0.9483379443379443,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,50,palantir,750,100,,,,0.9584352249661412,0.0,,0.0,-0.7073336562856699,1.5816470908032948e-152,0.20879954700304595,0.36208023605371786,0.9483401523401525,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,30,,,,0.9496944925457719,0.0,,0.0,,,0.20879954700304595,0.36208023605371786,0.9392212232212234,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,30,,,,0.9496949362447972,0.0,,0.0,-0.687293582415312,1.0139977059780868e-140,0.34562048368658693,0.4817726599223651,0.9392195312195314,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,50,,,,0.9477759196659697,0.0,,0.0,,,0.34562048368658693,0.4817726599223651,0.9355115995115995,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,50,,,,0.9477761226870838,0.0,,0.0,-0.6053885427155207,4.9278710671128864e-101,0.34726122149760463,0.47412309056145324,0.9355087075087075,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,100,,,,0.9560201188476596,0.0,,0.0,,,0.34726122149760463,0.47412309056145324,0.946943614943615,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,250,100,,,,0.9560252414267646,0.0,,0.0,-0.3693205640478821,1.1291237041826842e-33,0.044336809452597624,0.1700099152758803,0.946966030966031,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,30,,,,0.9496128534489072,0.0,,0.0,-0.21096441076847672,1.5956749659511432e-11,0.044336809452597624,0.1700099152758803,0.9391596511596514,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,30,,,,0.9496131348065366,0.0,,0.0,-0.7397190217113597,6.881612296797563e-174,0.306583962842383,0.4483263427256199,0.9391587751587751,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,50,,,,0.947598311550405,0.0,,0.0,,,0.306583962842383,0.4483263427256199,0.9354899274899274,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,50,,,,0.9475986052761564,0.0,,0.0,-0.6899066717032837,3.3205892553498516e-142,0.2965608508679418,0.43438529957405403,0.9354906714906716,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,100,,,,0.9556036608327887,0.0,,0.0,,,0.2965608508679418,0.43438529957405403,0.945851361851362,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,500,100,,,,0.9556038302240634,0.0,,0.0,-0.5901738538741822,6.895538368531897e-95,0.24242000474331865,0.3853100703326628,0.9458560898560899,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,30,,,,0.9496198609249681,0.0,,0.0,,,0.24242000474331865,0.3853100703326628,0.9391985311985314,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,30,,,,0.9496205799047724,0.0,,0.0,-0.6160575481995612,1.5159769437681966e-105,0.39499154271310527,0.5304361105344525,0.9391987831987834,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,50,,,,0.9475379194855383,0.0,,0.0,,,0.39499154271310527,0.5304361105344525,0.9352959592959593,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,50,,,,0.9475389030916682,0.0,,0.0,-0.7836727138653589,1.3635394222412509e-208,0.29839777404711987,0.4279763808542739,0.9352993432993434,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,100,,,,0.9551460296667336,0.0,,0.0,,,0.29839777404711987,0.4279763808542739,0.9440692880692881,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,70,palantir,750,100,,,,0.9551475327300456,0.0,,0.0,-0.6876066704433171,6.74470002582335e-141,0.27185384304198285,0.40918795310941525,0.9440826440826442,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,30,,,,0.9246759675022916,0.0,,0.0,0.4741810668053568,3.3804509306613337e-57,0.27185384304198285,0.40918795310941525,0.9182635742635743,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,30,,,,0.9246700610839489,0.0,,0.0,-0.7945841604148512,1.7145679619342708e-218,0.28794051793400444,0.4292385983090799,0.9182502302502303,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,50,,,,0.9209013219371781,0.0,,0.0,,,0.28794051793400444,0.4292385983090799,0.9148824148824148,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,50,,,,0.9208962564414744,0.0,,0.0,-0.7692988402202466,2.1404557347628623e-196,0.3134580164799853,0.4452948575961656,0.914867618867619,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,100,,,,0.930486958930958,0.0,,0.0,,,0.3134580164799853,0.4452948575961656,0.9237740037740039,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,250,100,,,,0.9304807440238442,0.0,,0.0,-0.39827564832922546,2.3442770448968443e-39,0.03663991914825916,0.1580093139745624,0.9237506517506517,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,30,,,,0.924855831678871,0.0,,0.0,-0.48681775469611105,1.246417678996705e-60,0.03663991914825916,0.1580093139745624,0.9183223983223983,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,30,,,,0.9248545389717256,0.0,,0.0,-0.7649145560155268,7.500813234437274e-193,0.28270149458773114,0.42182355798925364,0.9183231903231903,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,50,,,,0.9210753349500168,0.0,,0.0,,,0.28270149458773114,0.42182355798925364,0.914922650922651,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,50,,,,0.9210739529059349,0.0,,0.0,-0.7770379418302045,7.541265637214652e-203,0.2501637333967759,0.3920637678585436,0.914922854922855,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,100,,,,0.9304880555757058,0.0,,0.0,,,0.2501637333967759,0.3920637678585436,0.922943434943435,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,500,100,,,,0.9304864989019477,0.0,,0.0,-0.7701193854452276,4.5536480225153847e-197,0.20070346588702623,0.351420847587622,0.922942210942211,True
phyla5,1000,GRN_100,0.3,0.3,multiomics,False,100,100,100,palantir,750,30,,,,0.9248379517004495,0.0,,0.0,-0.5925044833051448,8.285544205168387e-96,0.20070346588702623,0.351420847587622,0.9183136983136984,True
