0.5,0.1,30,30,30,500,30,False
0.5,0.1,30,30,50,500,30,False
0.5,0.1,30,30,70,500,30,False
0.5,0.1,30,30,100,500,30,False
0.5,0.1,30,50,30,500,30,False
0.5,0.1,30,50,50,500,30,False
0.5,0.1,30,50,70,500,30,False
0.5,0.1,30,70,30,500,30,False
0.5,0.1,30,70,50,500,30,False
0.5,0.1,30,70,70,500,30,False
0.5,0.1,30,100,30,500,30,False
0.5,0.1,30,100,70,500,30,False
0.5,0.1,30,100,100,500,30,False
0.7,0.5,30,50,50,750,30,False
0.7,0.5,30,50,100,750,30,False
0.5,0.1,30,30,30,500,30,False
0.5,0.1,30,30,50,500,30,False
0.5,0.1,30,30,70,500,30,False
0.5,0.1,30,30,100,500,30,False
0.5,0.1,30,50,30,500,30,False
0.5,0.1,30,50,50,500,30,False
0.5,0.1,30,50,70,500,30,False
0.5,0.1,30,70,30,500,30,False
0.5,0.1,30,70,50,500,30,False
0.5,0.1,30,70,70,500,30,False
0.5,0.1,30,100,30,500,30,False
0.5,0.1,30,100,70,500,30,False
0.5,0.1,30,100,100,500,30,False
0.7,0.5,30,50,50,750,30,False
0.7,0.5,30,50,100,750,30,False
0.7,0.5,30,100,100,750,30,False
0.9,0.1,30,30,30,500,30,False
0.9,0.1,30,30,30,750,30,False
0.9,0.1,30,30,50,500,30,False
0.9,0.1,30,30,50,750,30,False
0.9,0.1,30,30,70,500,30,False
0.9,0.1,30,30,70,750,30,False
0.9,0.1,30,30,100,500,30,False
0.9,0.1,30,30,100,750,30,False
0.9,0.1,30,50,30,500,30,False
0.9,0.1,30,50,50,750,30,False
0.9,0.1,30,50,70,500,30,False
0.9,0.1,30,50,70,750,30,False
0.9,0.1,30,70,30,750,30,False
0.9,0.1,30,70,50,500,30,False
0.9,0.1,30,70,50,750,30,False
0.9,0.1,30,70,70,750,30,False
0.9,0.1,30,70,100,500,30,False
0.9,0.1,30,70,100,750,30,False
0.9,0.1,30,100,30,750,30,False
0.9,0.1,30,100,50,750,30,False
0.9,0.1,30,100,70,500,30,False
0.9,0.1,30,100,70,750,30,False
0.9,0.1,30,100,100,750,30,False
0.9,0.1,70,30,30,750,50,False
0.9,0.1,70,30,50,750,50,False
0.9,0.1,70,30,70,750,50,False
0.9,0.1,70,30,100,750,50,False
0.9,0.1,70,50,30,750,50,False
0.9,0.1,70,50,50,750,50,False
0.9,0.1,70,50,70,750,50,False
0.9,0.1,70,70,50,750,50,False
0.9,0.1,70,70,100,750,50,False
0.9,0.1,70,100,30,750,50,False
0.9,0.1,70,100,50,750,50,False
0.9,0.1,70,100,70,750,50,False
